comment,time,phase,baro,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,5.050561428070068,land,879.7881691401225,40.870934,119.10681883333334,-1,-1,-1,,-1
threading,8.054431200027466,land,879.7967366500509,40.87092333333333,119.10680883333333,-1,-1,-1,,-1
threading,11.055833578109741,land,879.6806176225047,40.87090366666666,119.10677833333334,-1,-1,-1,,-1
threading,14.059308528900146,land,879.8834861314313,40.87088516666667,119.1068065,-1,-1,-1,,-1
threading,17.063102960586548,land,879.8080152049524,40.870882,119.10680416666666,-1,-1,-1,,-1
threading,20.06692123413086,land,879.8555124029173,40.87088033333333,119.10680283333333,-1,-1,-1,,-1
threading,23.0678813457489,land,879.7336928152124,40.87087733333333,119.10681183333334,-1,-1,-1,,-1
threading,26.07165503501892,land,879.7508053586309,40.870834,119.10684683333334,-1,-1,-1,,-1
threading,29.075603008270264,land,879.7328922222882,40.870812,119.10685033333333,-1,-1,-1,,-1
threading,32.079487323760986,land,879.7309552744509,40.87081033333333,119.10684616666667,-1,-1,-1,,-1
threading,35.08057355880737,land,879.8048679708253,40.8708095,119.10685366666667,-1,-1,-1,,-1
threading,38.08471751213074,land,879.8087308844259,40.870809666666666,119.1068585,-1,-1,-1,,-1
threading,41.08863282203674,land,879.7359347941008,40.87080666666667,119.10685816666667,-1,-1,-1,,-1
threading,44.092477560043335,land,879.7841877038711,40.87083033333333,119.10683033333333,-1,-1,-1,,-1
threading,47.09626579284668,land,879.7359347941008,40.8708545,119.10685866666667,-1,-1,-1,,-1
threading,50.1001341342926,land,879.7737118506017,40.870861166666664,119.10687916666667,-1,-1,-1,,-1
threading,53.10393023490906,land,879.8418204759931,40.87085716666667,119.106878,-1,-1,-1,,-1
threading,56.10615110397339,land,879.8181030415158,40.870863166666666,119.10687066666667,-1,-1,-1,,-1
threading,59.107826948165894,land,879.7309552744509,40.870872,119.10686366666667,-1,-1,-1,,-1
threading,62.11155700683594,land,879.7974237797232,40.870879333333335,119.10687016666667,-1,-1,-1,,-1
threading,65.11548686027527,land,879.7861143637317,40.870896,119.10685666666667,-1,-1,-1,,-1
threading,68.11839890480042,land,879.7709516740301,40.87089483333333,119.10685116666667,-1,-1,-1,,-1
threading,71.12198209762573,land,879.7596416191761,40.8708765,119.10684483333333,-1,-1,-1,,-1
threading,74.12591886520386,land,879.7899628057152,40.870869,119.106838,-1,-1,-1,,-1
threading,77.12981343269348,land,879.6876833805396,40.870855166666665,119.1068595,-1,-1,-1,,-1
threading,80.13363766670227,land,879.7651630340712,40.8708585,119.10685733333334,-1,-1,-1,,-1
threading,83.13752937316895,land,879.7850154508109,40.870835166666666,119.10683783333333,-1,-1,-1,,-1
threading,86.14145469665527,land,879.7783979670867,40.870827,119.1068485,-1,-1,-1,,-1
threading,89.14526748657227,land,879.740623747502,40.870832666666665,119.10681983333333,-1,-1,-1,,-1
threading,92.14915680885315,land,879.8068002408926,40.870818166666666,119.10680766666667,-1,-1,-1,,-1
threading,95.15185785293579,land,879.759359755915,40.87081766666667,119.10679666666667,-1,-1,-1,,-1
threading,98.15572357177734,land,879.8352025347201,40.870801166666666,119.1067865,-1,-1,-1,,-1
threading,101.15961527824402,land,879.8578085286732,40.870774,119.1067805,-1,-1,-1,,-1
threading,104.16350722312927,land,879.7738958837105,40.87077433333333,119.106815,-1,-1,-1,,-1
threading,107.16736388206482,land,879.7501034509864,40.870784,119.1068405,-1,-1,-1,,-1
threading,110.17090940475464,land,879.8291618397963,40.87081383333334,119.10685866666667,-1,-1,-1,,-1
threading,113.17468523979187,land,879.8093351813466,40.87081933333333,119.10688116666667,-1,-1,-1,,-1
threading,117.15188360214233,land,879.8119122187614,40.87078616666667,119.1068625,-1,-1,-1,,-1
threading,120.15571999549866,land,879.8642212516769,40.87082633333333,119.106854,-1,-1,-1,,-1
threading,123.15972304344177,land,879.8570363577383,40.8708525,119.10686033333333,-1,-1,-1,,-1
threading,126.16376805305481,land,879.6877865678438,40.8708555,119.10686083333333,-1,-1,-1,,-1
threading,129.16796875,land,879.7685109075298,40.8708345,119.1068595,-1,-1,-1,,-1
threading,132.17188262939453,land,879.7440727095318,40.87083466666667,119.10686966666667,-1,-1,-1,,-1
threading,135.17278671264648,land,879.7943434008707,40.8708245,119.10684883333333,-1,-1,-1,,-1
threading,138.17664051055908,land,879.544393072097,40.870777,119.10682383333334,-1,-1,-1,,-1
