comment,time,phase,baro,latitude,longitude,duty_R,duty_L,theta,cornangle,distance,acc_x,acc_y,acc_z,rotor_steps
threading,0.005092620849609375,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.00566864013671875,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.006564140319824219,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.007002115249633789,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.007466316223144531,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.00806736946105957,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.008405685424804688,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.008642911911010742,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.008864641189575195,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.013022661209106445,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.04679560661315918,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.0805363655090332,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.11431169509887695,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.13961386680603027,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.1733686923980713,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.20716547966003418,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.240861177444458,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.2661874294281006,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.2999439239501953,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.3336763381958008,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.3674287796020508,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
threading,0.39275574684143066,land,1025.8739162206741,30.662848666666665,131.051874,-1,-1,-1,,-1,-0.46001709193016727,0.2268343303625931,0.8589915761201319,0
