comment,time,phase,baro,latitude,longitude,duty_R,duty_L,theta,cornangle,distance,acc_x,acc_y,acc_z,rotor_steps
threading,0.0016837120056152344,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.0077037811279296875,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.00865030288696289,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.009969234466552734,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.011012792587280273,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.011427879333496094,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.011632680892944336,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.014576911926269531,distance,-1,36.111852166666665,140.09827666666666,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.056850433349609375,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.08208870887756348,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.11584234237670898,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.14963006973266602,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.18335294723510742,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.20870113372802734,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.2424483299255371,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.27632617950439453,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.30998802185058594,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.3352549076080322,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.3690159320831299,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.40274620056152344,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.4365265369415283,distance,-1,36.11185283333333,140.0982775,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.4619126319885254,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.4871351718902588,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.512432336807251,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.5377585887908936,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.5546436309814453,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.5799486637115479,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.6052608489990234,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
threading,0.6306240558624268,distance,-1,36.1118525,140.098278,-1,-1,-1,,-1,-1.1195214259553168,0.7547308020998658,0.3716273959223538,0
