comment,time,phase,baro,latitude,longitude,duty_R,duty_L,theta,cornangle,distance
threading,0.002447366714477539,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.003169536590576172,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.003679037094116211,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.00416254997253418,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.004576683044433594,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.0050394535064697266,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.005371570587158203,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.005800962448120117,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.04436087608337402,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.07806062698364258,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.1202545166015625,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.15399479866027832,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.19627046585083008,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.23838186264038086,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.27212047576904297,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.3143172264099121,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.35652804374694824,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.3902587890625,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.43245434761047363,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.46619224548339844,land,-1,36.11158483333333,140.09900133333332,-1,-1,-1,,-1
threading,0.5083873271942139,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.5505936145782471,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.5928103923797607,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.6265568733215332,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.6687049865722656,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.7108960151672363,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.7531278133392334,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.7868802547454834,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.829059362411499,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.8712203502655029,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.9134335517883301,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.9471738338470459,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,0.9893457889556885,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.031599521636963,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.0738070011138916,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.1075019836425781,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.1496741771697998,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.1918654441833496,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.2340774536132812,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.2678148746490479,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.309995174407959,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.352186918258667,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.3944027423858643,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.4281361103057861,land,-1,36.111585166666664,140.09900133333332,-1,-1,-1,,-1
threading,1.4703192710876465,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.5125212669372559,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.5547208786010742,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.588456392288208,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.630640983581543,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.6728665828704834,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.7150681018829346,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.74879789352417,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.7909655570983887,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.8331811428070068,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.875349998474121,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.9090983867645264,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.9512794017791748,land,-1,36.111585833333336,140.09900066666665,-1,-1,-1,,-1
threading,1.9934723377227783,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.0272531509399414,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.069427490234375,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.111619710922241,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.1453542709350586,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.187591791152954,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.22975492477417,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.2635035514831543,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.305694103240967,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.339491605758667,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.3816394805908203,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.423821449279785,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.457568407058716,land,-1,36.11158566666667,140.09900066666665,-1,-1,-1,,-1
threading,2.4997777938842773,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.533567428588867,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.5674021244049072,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.601099729537964,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.626399040222168,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.6601502895355225,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.6938836574554443,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.7277092933654785,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.7613682746887207,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.7951407432556152,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.828857660293579,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.8626058101654053,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.887929916381836,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.9216690063476562,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.95542049407959,land,-1,36.111585833333336,140.0990005,-1,-1,-1,,-1
threading,2.989163398742676,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.0229179859161377,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.0566956996917725,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.082010269165039,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.1158525943756104,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.149509906768799,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.183283567428589,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.2085604667663574,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.242340564727783,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.2760655879974365,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.3098647594451904,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.3351333141326904,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.3688838481903076,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.40265154838562,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.436408281326294,land,-1,36.11158566666667,140.0990005,-1,-1,-1,,-1
threading,3.4617209434509277,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.487058639526367,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.512356996536255,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.537665843963623,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.56296706199646,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.5882885456085205,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.6136081218719482,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.6304819583892822,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.655811071395874,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.6810872554779053,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.706432580947876,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.731755018234253,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.7570595741271973,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.782365560531616,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.807661294937134,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.8246145248413086,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.849846839904785,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.875178098678589,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.900482654571533,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
threading,3.9258975982666016,land,-1,36.1115855,140.0990005,-1,-1,-1,,-1
