magx,magy,magz
204.0,-628.0,521.0
204.0,-628.0,521.0
204.0,-628.0,521.0
204.0,-628.0,521.0
204.0,-628.0,521.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
203.0,-623.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
202.0,-625.0,519.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
200.0,-601.0,534.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
72.0,-674.0,538.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-263.0,-269.0,168.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-243.0,-103.0,35.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-177.0,-20.0,-84.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-169.0,-39.0,-129.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-196.0,-86.0,-74.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-198.0,-80.0,-91.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-211.0,-66.0,-123.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-220.0,-49.0,-167.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-231.0,-48.0,-186.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-241.0,-50.0,-232.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-249.0,-71.0,-291.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-263.0,-131.0,-352.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-288.0,-209.0,-373.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-309.0,-215.0,-363.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-326.0,-224.0,-354.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-330.0,-194.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-318.0,-169.0,-345.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-295.0,-134.0,-340.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-268.0,-96.0,-328.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-246.0,-61.0,-283.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-192.0,-51.0,-257.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-162.0,-58.0,-279.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-168.0,-45.0,-249.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-234.0,-52.0,-250.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-255.0,-76.0,-319.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-274.0,-117.0,-342.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-296.0,-161.0,-354.0
-311.0,-137.0,-328.0
-311.0,-137.0,-328.0
